"","Season","Team","Roster Continuity","Lg","W","L","WP","Finish","SRS","Pace","Rel_Pace","ORtg","Rel_ORtg","DRtg","Rel_DRtg","Playoffs","Coaches","Top.WS","Winning.Percentage.ratio"
"137","1976","NYK",0.54,"NBA",40,42,0.488,3,0.01,108.1,1.6,100.1,0.6,100.1,0.6,"","R. Holzman (40-42)","B. McAdoo (7.9)",1.05263157894737
"138","1975","NYK",0.77,"NBA",38,44,0.463,4,-1.05,104.1,-1.4,98,-0.3,99.2,0.9,"","R. Holzman (38-44)","E. Monroe (7.2)",0.95
"139","1974","NYK",0.93,"NBA",40,42,0.488,3,-0.92,103.1,-1.4,97.1,-0.6,98.3,0.6,"Lost E. Conf. 1st Rnd.","R. Holzman (40-42)","W. Frazier (10.8)",0.816326530612245
"140","1973","NYK",0.98,"NBA",49,33,0.598,2,2.42,103.5,-4.3,97.4,-0.3,94.7,-3,"Lost E. Conf. Finals","R. Holzman (49-33)","W. Frazier (10.9)",0.859649122807018
"141","1972","NYK",0.94,"NBA",57,25,0.695,2,6.07,105.9,-4.8,98.9,2.1,92.5,-4.3,"Won Finals","R. Holzman (57-25)","W. Frazier (13.0)",1.1875
"142","1971","NYK",0.68,"NBA",48,34,0.585,2,2.28,108,-4,98.5,0.6,96.3,-1.6,"Lost Finals","R. Holzman (48-34)","W. Frazier (14.5)",0.923076923076923
"143","1970","NYK",0.93,"NBA",52,30,0.634,1,5.05,112.2,-2.9,97.8,0.6,93.3,-3.9,"Lost E. Conf. Finals","R. Holzman (52-30)","W. Frazier (15.6)",0.866666666666667
"144","1969","NYK",0.92,"NBA",60,22,0.732,1,8.42,114.3,-2.8,100.3,1.3,92.4,-6.6,"Won Finals","R. Holzman (60-22)","W. Frazier (15.0)",1.11111111111111
"145","1968","NYK",0.84,"NBA",54,28,0.659,3,5.48,112.4,-4.5,98.4,2.9,93.3,-2.2,"Lost E. Div. Finals","R. Holzman (54-28)","W. Reed (14.7)",1.25581395348837
"146","1967","NYK",0.81,"NBA",43,39,0.524,3,1.78,117.2,-2.6,98.1,1.3,96.5,-0.3,"Lost E. Div. Semis","D. McGuire (15-23) R. Holzman (28-16)","W. Bellamy (11.1)",1.19444444444444
"147","1966","NYK",0.84,"NBA",36,45,0.444,4,-2.74,118.5,-3.1,97.9,1.8,100.5,4.4,"Lost E. Div. Semis","D. McGuire (36-45)","W. Bellamy (8.8)",1.2
"148","1965","NYK",0.44,"NBA",30,50,0.375,4,-2.31,118.9,-2.5,97.8,2.9,99.9,5,"","H. Gallatin (6-15) D. McGuire (24-35)","W. Bellamy (8.9)",0.967741935483871
"149","1964","NYK",0.51,"NBA",31,49,0.388,4,-3.26,113.5,-3.8,93.2,-0.4,96.4,2.8,"","E. Donovan (12-26) H. Gallatin (19-23)","W. Reed (5.5)",1.40909090909091
"150","1963","NYK",0.45,"NBA",22,58,0.275,4,-5.91,117.1,3.9,95.4,0.8,101.2,6.6,"","E. Donovan (22-58)","B. McGill (4.5)",1.04761904761905
"151","1962","NYK",0.54,"NBA",21,59,0.263,4,-6.2,117.5,2.5,93.5,-2.4,99.7,3.8,"","E. Donovan (21-59)","R. Guerin (7.2)",0.724137931034483
"152","1961","NYK",0.74,"NBA",29,51,0.363,4,-3.98,125.6,4.3,91.2,-2.4,95,1.4,"","E. Donovan (29-51)","R. Guerin (12.1)",1.38095238095238
"153","1960","NYK",0.74,"NBA",21,58,0.266,4,-5.43,122.9,-0.6,91.9,-0.2,97.1,5,"","C. Braun (21-58)","W. Naulls (5.7)",0.777777777777778
"154","1959","NYK",0.77,"NBA",27,48,0.36,4,-1.43,125.9,3.6,93,1.9,94.9,3.8,"","A. Levane (8-19) C. Braun (19-29)","K. Sears (8.8)",0.675
"155","1958","NYK",0.79,"NBA",40,32,0.556,2,0.49,118,6,93,2.8,92.7,2.5,"Lost E. Div. Semis","A. Levane (40-32)","K. Sears (13.3)",1.14285714285714
"156","1957","NYK",0.75,"NBA",35,37,0.486,4,1.35,121.5,4.5,91.7,2.9,90.8,2,"","V. Boryla (35-37)","K. Sears (10.0)",0.972222222222222
"157","1956","NYK",0.71,"NBA",36,36,0.5,4,0.07,110.5,5.6,90.6,1.7,90.7,1.8,"","V. Boryla (36-36)","H. Gallatin (8.1)",1.02857142857143
"158","1955","NYK",0.79,"NBA",35,37,0.486,4,-0.2,106.5,3.7,92.4,2.1,92.8,2.5,"Lost E. Div. Third Place Tiebreaker","J. Lapchick (26-25) V. Boryla (9-12)","K. Sears (6.2)",0.921052631578947
"159","1954","NYK",0.71,"NBA",38,34,0.528,2,0.11,101.8,3.7,90.2,0.4,90.1,0.3,"Lost E. Div. Semis","J. Lapchick (38-34)","H. Gallatin (8.3)",0.863636363636364
"160","1953","NYK",0.81,"NBA",44,28,0.611,1,-0.16,87.4,3.8,89.3,1.8,89.4,1.9,"Eliminated in E. Div. Rnd. Robin","J. Lapchick (44-28)","H. Gallatin (11.8)",0.936170212765957
"161","1952","NYK",0.84,"NBA",47,23,0.671,1,4.39,93.1,12.6,90.5,2.5,85,-2.7,"Lost Finals","J. Lapchick (47-23)","H. Gallatin (11.3)",1.27027027027027
"162","1951","NYK",NA,"NBA",37,29,0.561,3,0.67,94.9,9.1,88.7,1.8,87.9,1,"Lost Finals","J. Lapchick (37-29)","H. Gallatin (8.9)",1.02777777777778
"163","1950","NYK",NA,"NBA",36,30,0.545,3,0.49,94.8,9.3,88,2.9,87.6,2.5,"Lost Finals","J. Lapchick (36-30)","H. Gallatin (7.6)",0.9
"164","1949","NYK",NA,"NBA",40,28,0.588,2,2.53,NA,NA,NA,NA,NA,NA,"Lost E. Div. Finals","J. Lapchick (40-28)","H. Gallatin (7.8)",1.25
"165","1948","NYK",NA,"BAA",32,28,0.533,2,1.24,NA,NA,NA,NA,NA,NA,"Lost E. Div. Finals","J. Lapchick (32-28)","B. Palmer (7.2)",1.23076923076923
"166","1947","NYK",NA,"BAA",26,22,0.542,2,2.3,NA,NA,NA,NA,NA,NA,"Lost Quarterfinals","J. Lapchick (26-22)","B. Palmer (7.4)",0.787878787878788
"167","1946","NYK",NA,"BAA",33,27,0.55,3,0.58,NA,NA,NA,NA,NA,NA,"Lost Semis","N. Cohalan (33-27)","O. Schectman (4.3)",NA
"168","2017","PHI",0.61,"NBA",15,19,0.441,4,-0.08,100.8,3.7,105.8,-2,106.8,-1,"","B. Brown (15-19)","J. Embiid (2.6)",0.535714285714286
"169","2016","PHI",0.5,"NBA",28,54,0.341,4,-5.83,98.5,2.1,103.2,-5.6,108.9,0.1,"","B. Brown (28-54)","T. McConnell (3.8)",2.8
"170","2015","PHI",0.63,"NBA",10,72,0.122,5,-9.92,97.9,2.1,98.8,-7.6,109.2,2.8,"","B. Brown (10-72)","N. Noel (3.0)",0.555555555555556
"171","2014","PHI",0.29,"NBA",18,64,0.22,4,-9.04,95.7,1.8,95.5,-10.1,104.8,-0.8,"","B. Brown (18-64)","N. Noel (4.0)",0.947368421052632
"172","2013","PHI",0.37,"NBA",19,63,0.232,5,-10.66,99.2,5.3,99.4,-7.3,109.9,3.2,"","B. Brown (19-63)","T. Young (3.5)",0.558823529411765
"173","2012","PHI",0.63,"NBA",34,48,0.415,4,-3.51,91,-1,102,-3.9,105.7,-0.2,"","D. Collins (34-48)","T. Young (7.4)",0.971428571428571
"174","2011","PHI",0.9,"NBA",35,31,0.53,3,3.59,89.7,-1.6,103.9,-0.7,99.2,-5.4,"Lost E. Conf. Semis","D. Collins (35-31)","A. Iguodala (7.3)",0.853658536585366
"175","2010","PHI",0.75,"NBA",41,41,0.5,3,1.01,91.7,-0.4,106.6,-0.7,105,-2.3,"Lost E. Conf. 1st Rnd.","D. Collins (41-41)","E. Brand (9.4)",1.51851851851852
"176","2009","PHI",0.73,"NBA",27,55,0.329,4,-3.93,91.6,-1.1,106.1,-1.5,110.3,2.7,"","E. Jordan (27-55)","A. Iguodala (6.7)",0.658536585365854
"177","2008","PHI",0.8,"NBA",41,41,0.5,2,0.16,90,-1.7,107.9,-0.4,107.8,-0.5,"Lost E. Conf. 1st Rnd.","M. Cheeks (9-14) T. DiLeo (32-27)","A. Iguodala (9.2)",1.025
"178","2007","PHI",0.75,"NBA",40,42,0.488,3,0.19,90.4,-2,106.4,-1.1,106,-1.5,"Lost E. Conf. 1st Rnd.","M. Cheeks (40-42)","A. Iguodala (9.6)",1.14285714285714
"179","2006","PHI",0.72,"NBA",35,47,0.427,3,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,"","M. Cheeks (35-47)","A. Iguodala (7.7)",0.921052631578947
"180","2005","PHI",0.86,"NBA",38,44,0.463,2,-2.1,92.7,2.2,106,-0.2,108.1,1.9,"","M. Cheeks (38-44)","A. Iverson (10.6)",0.883720930232558
"181","2004","PHI",0.71,"NBA",43,39,0.524,2,-1.07,94.9,4,103.5,-2.6,104.3,-1.8,"Lost E. Conf. 1st Rnd.","J. O'Brien (43-39)","A. Iverson (9.0)",1.3030303030303
"182","2003","PHI",0.65,"NBA",33,49,0.402,5,-2.95,88,-2.1,99.1,-3.8,101.9,-1,"","R. Ayers (21-31) C. Ford (12-18)","S. Dalembert (6.9)",0.6875
"183","2002","PHI",0.54,"NBA",48,34,0.585,2,1.76,91.4,0.4,105,1.4,102.5,-1.1,"Lost E. Conf. Semis","L. Brown (48-34)","A. Iverson (9.2)",1.11627906976744
"184","2001","PHI",0.51,"NBA",43,39,0.524,4,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,"Lost E. Conf. 1st Rnd.","L. Brown (43-39)","D. Mutombo (9.6)",0.767857142857143
"185","2000","PHI",0.9,"NBA",56,26,0.683,1,3.64,90.6,-0.7,103.6,0.6,98.9,-4.1,"Lost Finals","L. Brown (56-26)","A. Iverson (11.8)",1.14285714285714
"186","1999","PHI",0.84,"NBA",49,33,0.598,3,1.02,92.7,-0.4,101.5,-2.6,100,-4.1,"Lost E. Conf. Semis","L. Brown (49-33)","A. Iverson (6.9)",1.75
"187","1998","PHI",0.54,"NBA",28,22,0.56,3,2.56,88.6,-0.3,99.9,-2.3,97.6,-4.6,"Lost E. Conf. Semis","L. Brown (28-22)","A. Iverson (7.2)",0.903225806451613
"188","1997","PHI",0.48,"NBA",31,51,0.378,7,-1.89,90.4,0.1,102.8,-2.2,105.4,0.4,"","L. Brown (31-51)","A. Iverson (9.0)",1.40909090909091
"189","1996","PHI",0.53,"NBA",22,60,0.268,6,-5.89,95.3,5.2,104.6,-2.1,111.4,4.7,"","J. Davis (22-60)","C. Weatherspoon (5.0)",1.22222222222222
"190","1995","PHI",0.35,"NBA",18,64,0.22,7,-9.45,92.2,0.4,102.2,-5.4,113,5.4,"","J. Lucas (18-64)","C. Weatherspoon (5.8)",0.75
"191","1994","PHI",0.53,"NBA",24,58,0.293,6,-5.06,91,-1.9,104.1,-4.2,109.7,1.4,"","J. Lucas (24-58)","D. Barros (12.7)",0.96
"192","1993","PHI",0.45,"NBA",25,57,0.305,6,-7.37,95.7,0.6,101.7,-4.6,109.7,3.4,"","F. Carter (25-57)","C. Weatherspoon (6.0)",0.961538461538462
"193","1992","PHI",0.51,"NBA",26,56,0.317,6,-5.25,98.5,1.7,104.6,-3.4,110.4,2.4,"","D. Moe (19-37) F. Carter (7-19)","H. Hawkins (8.5)",0.742857142857143
"194","1991","PHI",0.84,"NBA",35,47,0.427,5,-1.34,93.7,-2.9,108.3,0.1,109.7,1.5,"","J. Lynam (35-47)","C. Barkley (12.3)",0.795454545454545
"195","1990","PHI",0.58,"NBA",44,38,0.537,2,-0.39,95.7,-2.1,107.9,0,108.1,0.2,"Lost E. Conf. Semis","J. Lynam (44-38)","C. Barkley (13.4)",0.830188679245283
"196","1989","PHI",0.69,"NBA",53,29,0.646,1,4.23,96.5,-1.8,113.5,5.4,108.4,0.3,"Lost E. Conf. Semis","J. Lynam (53-29)","C. Barkley (17.3)",1.15217391304348
"197","1988","PHI",0.6,"NBA",46,36,0.561,2,1.68,98.5,-2.1,113,5.2,111.5,3.7,"Lost E. Conf. 1st Rnd.","J. Lynam (46-36)","C. Barkley (16.1)",1.27777777777778
"198","1987","PHI",0.66,"NBA",36,46,0.439,4,-0.79,96,-3.6,108.8,0.8,110.3,2.3,"","M. Guokas (20-23) J. Lynam (16-23)","C. Barkley (16.7)",0.8
"199","1986","PHI",0.46,"NBA",45,37,0.549,2,0.11,97.3,-3.5,108.3,0,108.5,0.2,"Lost E. Conf. 1st Rnd.","M. Guokas (45-37)","C. Barkley (12.0)",0.833333333333333
"200","1985","PHI",0.82,"NBA",54,28,0.659,2,2.46,100.5,-1.6,108.6,1.4,106.3,-0.9,"Lost E. Conf. Semis","M. Guokas (54-28)","C. Barkley (10.8)",0.931034482758621
"201","1984","PHI",0.82,"NBA",58,24,0.707,2,4.17,100.8,-1.3,111.3,3.4,107.3,-0.6,"Lost E. Conf. Finals","B. Cunningham (58-24)","M. Malone (11.9)",1.11538461538462
"202","1983","PHI",0.88,"NBA",52,30,0.634,2,2.39,99.6,-1.8,106.8,-0.8,104.6,-3,"Lost E. Conf. 1st Rnd.","B. Cunningham (52-30)","J. Erving (10.1)",0.8
"203","1982","PHI",0.66,"NBA",65,17,0.793,1,7.53,102.7,-0.4,108.3,3.6,100.9,-3.8,"Won Finals","B. Cunningham (65-17)","M. Malone (15.1)",1.12068965517241
"204","1981","PHI",0.94,"NBA",58,24,0.707,2,5.74,100.6,-0.3,109.6,2.7,103.9,-3,"Lost Finals","B. Cunningham (58-24)","J. Erving (13.3)",0.935483870967742
"205","1980","PHI",0.87,"NBA",62,20,0.756,2,7.76,103.4,1.6,107,1.5,99.5,-6,"Lost E. Conf. Finals","B. Cunningham (62-20)","J. Erving (13.8)",1.05084745762712
"206","1979","PHI",0.88,"NBA",59,23,0.72,2,4.04,103,-0.1,105,-0.3,101,-4.3,"Lost Finals","B. Cunningham (59-23)","J. Erving (12.5)",1.25531914893617
"207","1978","PHI",0.69,"NBA",47,35,0.573,2,1.74,106.7,0.9,102,-1.8,100.3,-3.5,"Lost E. Conf. Semis","B. Cunningham (47-35)","J. Erving (7.9)",0.854545454545454
"208","1977","PHI",0.98,"NBA",55,27,0.671,1,4.87,108.4,1.7,105,4.1,100.3,-0.6,"Lost E. Conf. Finals","G. Shue (2-4) B. Cunningham (53-23)","J. Erving (9.1)",1.1
"209","1976","PHI",0.58,"NBA",50,32,0.61,1,3.78,108.3,1.8,101.2,1.7,97.6,-1.9,"Lost Finals","G. Shue (50-32)","J. Erving (11.5)",1.08695652173913
"210","1975","PHI",0.71,"NBA",46,36,0.561,2,0.33,107.5,2,98.2,-0.1,98,-0.3,"Lost E. Conf. 1st Rnd.","G. Shue (46-36)","D. Collins (10.0)",1.35294117647059
"211","1974","PHI",0.63,"NBA",34,48,0.415,4,-2.6,103.4,-1.1,95.8,-1.9,98.8,1.1,"","G. Shue (34-48)","D. Collins (7.7)",1.36
"212","1973","PHI",0.59,"NBA",25,57,0.305,4,-5.94,108.3,0.5,93.1,-4.6,99,1.3,"","G. Shue (25-57)","S. Mix (8.2)",2.77777777777778
"213","1972","PHI",0.26,"NBA",9,73,0.11,4,-11.5,115.2,4.5,90.2,-6.6,100.6,3.8,"","R. Rubin (4-47) K. Loughery (5-26)","J. Block (3.4)",0.3
"214","1971","PHI",0.5,"NBA",30,52,0.366,3,-3.44,115.8,3.8,96.4,-1.5,99.5,1.6,"","J. Ramsay (30-52)","B. Cunningham (8.3)",0.638297872340426
"215","1970","PHI",0.75,"NBA",47,35,0.573,2,1.81,115.7,0.6,98.8,1.6,97.5,0.3,"Lost E. Conf. Semis","J. Ramsay (47-35)","A. Clark (11.4)",1.11904761904762
"216","1969","PHI",0.82,"NBA",42,40,0.512,4,3.32,120.9,3.8,100.5,1.5,97.7,-1.3,"Lost E. Div. Semis","J. Ramsay (42-40)","B. Cunningham (10.3)",0.763636363636364
"217","1968","PHI",0.72,"NBA",55,27,0.671,2,4.79,120.4,3.5,98.1,2.6,93.9,-1.6,"Lost E. Div. Semis","J. Ramsay (55-27)","H. Greer (9.9)",0.887096774193548
"218","1967","PHI",0.98,"NBA",62,20,0.756,1,7.96,124.3,4.5,98.1,1.3,91.2,-5.6,"Lost E. Div. Finals","A. Hannum (62-20)","W. Chamberlain (20.4)",0.911764705882353
"219","1966","PHI",0.87,"NBA",68,13,0.84,1,8.5,122.9,1.3,101.5,5.4,93.9,-2.2,"Won Finals","A. Hannum (68-13)","W. Chamberlain (21.9)",1.23636363636364
"220","1965","PHI",0.73,"NBA",55,25,0.688,1,4.16,122.8,1.4,95.3,0.4,91.5,-3.4,"Lost E. Div. Finals","D. Schayes (55-25)","W. Chamberlain (21.4)",1.375
"221","1964","PHI",0.75,"NBA",40,40,0.5,3,-0.13,119.1,1.8,94.1,0.5,94.2,0.6,"Lost E. Div. Finals","D. Schayes (40-40)","W. Chamberlain (7.6)",1.17647058823529
"222","1963","PHI",0.91,"NBA",34,46,0.425,3,-3.75,119.4,6.2,93.8,-0.8,97.5,2.9,"Lost E. Div. Semis","D. Schayes (34-46)","H. Greer (8.1)",0.708333333333333
"223","1962","PHI",0.81,"NBA",48,32,0.6,2,3.4,123.3,8.3,98.4,2.5,95.3,-0.6,"Lost E. Div. Semis","A. Hannum (48-32)","H. Greer (8.2)",1.17073170731707
"224","1961","PHI",0.82,"NBA",41,39,0.513,3,2.24,128.8,7.5,93.4,-0.2,91.6,-2,"Lost E. Div. Semis","A. Hannum (41-39)","H. Greer (8.5)",1.07894736842105
"225","1960","PHI",0.79,"NBA",38,41,0.481,3,1.93,129.1,5.6,93.6,1.5,91.9,-0.2,"Lost E. Div. Finals","A. Hannum (38-41)","L. Costello (8.6)",0.844444444444444
"226","1959","PHI",0.89,"NBA",45,30,0.6,3,2.77,127.2,4.9,93.1,2,91,-0.1,"Lost E. Div. Semis","P. Seymour (45-30)","D. Schayes (9.5)",1.28571428571429
"227","1958","PHI",0.82,"NBA",35,37,0.486,3,3.74,121,9,92.5,2.3,89.2,-1,"Lost E. Div. Finals","P. Seymour (35-37)","D. Schayes (9.4)",0.853658536585366
"228","1957","PHI",0.74,"NBA",41,31,0.569,2,2.18,119.1,2.1,89.9,1.1,88.1,-0.7,"Lost E. Div. Semis","P. Seymour (41-31)","D. Schayes (13.7)",1.07894736842105
"229","1956","PHI",0.68,"NBA",38,34,0.528,2,-1.03,112.3,7.4,88.3,-0.6,89.5,0.6,"Lost E. Div. Finals","A. Cervi (4-8) P. Seymour (34-26)","D. Schayes (12.5)",1.08571428571429
"230","1955","PHI",0.92,"NBA",35,37,0.486,3,0.17,108.5,5.7,88,-2.3,88,-2.3,"Lost E. Div. Finals","A. Cervi (35-37)","D. Schayes (11.8)",0.813953488372093
"231","1954","PHI",0.68,"NBA",43,29,0.597,1,1.23,103.6,5.5,87.5,-2.3,86.2,-3.6,"Won Finals","A. Cervi (43-29)","D. Schayes (12.0)",1.02380952380952
"232","1953","PHI",0.77,"NBA",42,30,0.583,2,4.27,93.5,9.9,88.2,0.7,83,-4.5,"Lost Finals","A. Cervi (42-30)","D. Schayes (14.8)",0.893617021276596
"233","1952","PHI",0.83,"NBA",47,24,0.662,2,3.62,92.8,12.3,90.6,2.6,86,-1.7,"Lost E. Div. Semis","A. Cervi (47-24)","D. Schayes (13.1)",1.175
"234","1951","PHI",NA,"NBA",40,26,0.606,1,3.94,96.1,10.3,89.2,2.3,84.6,-2.3,"Lost E. Div. Finals","A. Cervi (40-26)","D. Schayes (8.5)",1.25
"235","1950","PHI",NA,"NBA",32,34,0.485,4,0.62,98.1,12.6,86.4,1.3,85.9,0.8,"Lost E. Div. Finals","A. Cervi (32-34)","D. Schayes (10.3)",0.627450980392157
"236","1949","PHI",NA,"NBA",51,13,0.797,1,6.48,NA,NA,NA,NA,NA,NA,"Lost Finals","A. Cervi (51-13)","D. Schayes (12.8)",NA
"237","2017","NJN",0.51,"NBA",13,22,0.371,5,-2.73,100.5,3.4,106.7,-1.1,109.2,1.4,"","K. Atkinson (13-22)","S. Dinwiddie (2.9)",0.65
"238","2016","NJN",0.37,"NBA",20,62,0.244,5,-6.74,101.3,4.9,104.1,-4.7,110.7,1.9,"","K. Atkinson (20-62)","B. Lopez (4.9)",0.952380952380952
"239","2015","NJN",0.57,"NBA",21,61,0.256,4,-7.12,95.2,-0.6,103.2,-3.2,110.9,4.5,"","L. Hollins (10-27) T. Brown (11-34)","B. Lopez (6.2)",0.552631578947368
"240","2014","NJN",0.62,"NBA",38,44,0.463,3,-3.13,92.7,-1.2,104.4,-1.2,107.4,1.8,"Lost E. Conf. 1st Rnd.","L. Hollins (38-44)","B. Lopez (7.0)",0.863636363636364
"241","2013","NJN",0.45,"NBA",44,38,0.537,2,-1.58,91.4,-2.5,106.7,0,107.7,1,"Lost E. Conf. Semis","J. Kidd (44-38)","D. Williams (5.4)",0.897959183673469
"242","2012","NJN",0.54,"NBA",49,33,0.598,2,1.25,88.8,-3.2,108.2,2.3,106.2,0.3,"Lost E. Conf. 1st Rnd.","A. Johnson (14-14) P. Carlesimo (35-19)","D. Williams (10.9)",2.22727272727273
"243","2011","NJN",0.54,"NBA",22,44,0.333,5,-6.37,90.1,-1.2,102.9,-1.7,109.6,5,"","A. Johnson (22-44)","K. Humphries (5.3)",0.916666666666667
"244","2010","NJN",0.34,"NBA",24,58,0.293,4,-6.28,89.9,-2.2,103.1,-4.2,109.9,2.6,"","A. Johnson (24-58)","B. Lopez (6.3)",2
"245","2009","NJN",0.69,"NBA",12,70,0.146,5,-8.93,91.4,-1.3,100.6,-7,110.5,2.9,"","L. Frank (0-16) T. Barrise (0-2) K. Vandeweghe (12-52)","B. Lopez (7.9)",0.352941176470588
"246","2008","NJN",0.41,"NBA",34,48,0.415,3,-2.31,89.9,-1.8,108.3,0,111,2.7,"","L. Frank (34-48)","V. Carter (7.5)",1
"247","2007","NJN",0.75,"NBA",34,48,0.415,4,-5.15,91.5,-0.9,104,-3.5,109.4,1.9,"","L. Frank (34-48)","V. Carter (7.7)",0.829268292682927
"248","2006","NJN",0.72,"NBA",41,41,0.5,2,-1,91.4,-0.5,105.7,-0.8,106.6,0.1,"Lost E. Conf. Semis","L. Frank (41-41)","V. Carter (10.5)",0.836734693877551
"249","2005","NJN",0.86,"NBA",49,33,0.598,1,1.11,89.8,-0.7,103.9,-2.3,102.4,-3.8,"Lost E. Conf. Semis","L. Frank (49-33)","R. Jefferson (11.7)",1.16666666666667
"250","2004","NJN",0.43,"NBA",42,40,0.512,3,-1.82,89.1,-1.8,101.4,-4.7,103.1,-3,"Lost E. Conf. 1st Rnd.","L. Frank (42-40)","V. Carter (8.5)",0.893617021276596
"251","2003","NJN",0.95,"NBA",47,35,0.573,1,1.88,89.4,-0.7,100.8,-2.1,98,-4.9,"Lost E. Conf. Semis","B. Scott (22-20) L. Frank (25-15)","R. Jefferson (11.0)",0.959183673469388
"252","2002","NJN",0.89,"NBA",49,33,0.598,1,4.42,91.6,0.6,103.8,0.2,98.1,-5.5,"Lost Finals","B. Scott (49-33)","J. Kidd (11.3)",0.942307692307692
"253","2001","NJN",0.41,"NBA",52,30,0.634,1,3.67,91.8,1.1,104,-0.5,99.5,-5,"Lost Finals","B. Scott (52-30)","J. Kidd (8.9)",2
"254","2000","NJN",0.61,"NBA",26,56,0.317,6,-5.3,91.8,0.5,100,-3,105.5,2.5,"","B. Scott (26-56)","S. Marbury (7.8)",0.838709677419355
"255","1999","NJN",0.86,"NBA",31,51,0.378,6,-1.18,92.5,-0.6,105.1,1,106.3,2.2,"","D. Casey (31-51)","S. Marbury (7.4)",1.9375
"256","1998","NJN",0.59,"NBA",16,34,0.32,7,-3.2,91.5,2.6,99.5,-2.7,103.6,1.4,"","J. Calipari (3-17) D. Casey (13-17)","S. Marbury (4.0)",0.372093023255814
"257","1997","NJN",0.63,"NBA",43,39,0.524,3,1.88,91,0.7,108.3,3.3,106.6,1.6,"Lost E. Conf. 1st Rnd.","J. Calipari (43-39)","K. Kittles (8.4)",1.65384615384615
"258","1996","NJN",0.42,"NBA",26,56,0.317,5,-3.89,92.4,2.3,104.7,-2,109.7,3,"","J. Calipari (26-56)","K. Gill (8.8)",0.866666666666667
"259","1995","NJN",0.67,"NBA",30,52,0.366,6,-4.14,90.9,-0.9,101.9,-5.7,106.5,-1.1,"","B. Beard (30-52)","A. Gilliam (6.7)",1
"260","1994","NJN",0.87,"NBA",30,52,0.366,5,-3.28,92.3,-0.6,105.2,-3.1,108.6,0.3,"","B. Beard (30-52)","K. Anderson (6.8)",0.666666666666667
"261","1993","NJN",0.45,"NBA",45,37,0.549,3,2.11,95.5,0.4,107.2,0.9,104.9,-1.4,"Lost E. Conf. 1st Rnd.","C. Daly (45-37)","D. Coleman (9.9)",1.04651162790698
"262","1992","NJN",0.75,"NBA",43,39,0.524,3,1.2,96,-0.8,106.5,-1.5,105.2,-2.8,"Lost E. Conf. 1st Rnd.","C. Daly (43-39)","D. Coleman (9.5)",1.075
"263","1991","NJN",0.86,"NBA",40,42,0.488,3,-1.54,98,1.4,107,-1.2,108.7,0.5,"Lost E. Conf. 1st Rnd.","B. Fitch (40-42)","D. Petrovic (7.7)",1.53846153846154
"264","1990","NJN",0.56,"NBA",26,56,0.317,5,-4.53,99.3,1.5,102.9,-5,107.4,-0.5,"","B. Fitch (26-56)","D. Coleman (5.8)",1.52941176470588
"265","1989","NJN",0.54,"NBA",17,65,0.207,6,-7.82,99.3,1,100.7,-7.4,108.6,0.5,"","B. Fitch (17-65)","S. Bowie (4.7)",0.653846153846154
"266","1988","NJN",0.41,"NBA",26,56,0.317,5,-5.69,100.1,-0.5,103,-4.8,109.3,1.5,"","W. Reed (26-56)","L. Conner (6.2)",1.36842105263158
"267","1987","NJN",0.46,"NBA",19,63,0.232,5,-6.98,98.6,-1,101.4,-6.6,109.6,1.6,"","D. Wohl (2-13) B. MacKinnon (10-29) W. Reed (7-21)","B. Williams (7.6)",0.791666666666667
"268","1986","NJN",0.43,"NBA",24,58,0.293,4,-4.42,101.8,1,105.6,-2.7,110.5,2.2,"","D. Wohl (24-58)","B. Williams (7.9)",0.615384615384615
"269","1985","NJN",0.91,"NBA",39,43,0.476,4,-1.39,103.3,1.2,105,-2.2,106.9,-0.3,"Lost E. Conf. 1st Rnd.","D. Wohl (39-43)","M. Gminski (9.2)",0.928571428571429
"270","1984","NJN",0.82,"NBA",42,40,0.512,3,0.64,101,-1.1,107.9,0,107.7,-0.2,"Lost E. Conf. 1st Rnd.","S. Albeck (42-40)","M. Richardson (8.7)",0.933333333333333
"271","1983","NJN",0.86,"NBA",45,37,0.549,4,1.27,103,1.6,106.1,-1.5,105,-2.6,"Lost E. Conf. Semis","S. Albeck (45-37)","D. Dawkins (7.9)",0.918367346938776
"272","1982","NJN",0.73,"NBA",49,33,0.598,3,2.77,104,0.9,101.6,-3.1,98.9,-5.8,"Lost E. Conf. 1st Rnd.","L. Brown (47-29) B. Blair (2-4)","B. Williams (11.4)",1.11363636363636
"273","1981","NJN",0.36,"NBA",44,38,0.537,3,0.87,103.1,2.2,103,-3.9,102.3,-4.6,"Lost E. Conf. 1st Rnd.","L. Brown (44-38)","B. Williams (8.9)",1.83333333333333
"274","1980","NJN",0.5,"NBA",24,58,0.293,5,-5.15,105.2,3.4,101,-4.5,106.7,1.2,"","K. Loughery (12-23) B. MacKinnon (12-35)","M. Newlin (6.1)",0.705882352941177
"275","1979","NJN",0.51,"NBA",34,48,0.415,5,-0.98,106.1,3,101.5,-3.8,102.5,-2.8,"","K. Loughery (34-48)","M. Newlin (6.5)",0.918918918918919
